epoch (ms),Accelerometer_x,Accelerometer_y,Accelerometer_z,Gyroscope_x,Gyroscope_y,Gyroscope_z,Participants,Label,Category,Set
2019-01-14 13:29:37.800,-0.0165,0.8634999999999999,-0.0419999999999999,7.6464,-2.5,-8.3414,C,bench,heavy,5
2019-01-14 13:29:38.000,-0.0385,0.8905000000000001,-0.0655,17.3416,-3.7196,-13.158600000000002,C,bench,heavy,6
2019-01-14 13:29:38.200,-0.0886666666666666,0.9563333333333331,-0.1266666666666666,13.914600000000002,-7.4026,-12.7804,C,bench,heavy,3
2019-01-14 13:29:38.400,-0.129,0.946,-0.1139999999999999,7.4144,-7.5244,-5.329400000000001,C,bench,heavy,1
2019-01-14 13:29:38.600,-0.1346666666666666,0.946,-0.1466666666666666,0.2682000000000002,-8.4024,-2.9636000000000005,C,bench,heavy,3
2019-01-14 13:29:38.800,-0.1475,0.8975,-0.115,-17.207,-7.134399999999999,11.89,C,bench,heavy,4
2019-01-14 13:29:39.000,-0.2306666666666666,1.340666666666667,-0.1096666666666666,10.8416,-5.7804,-3.0242000000000004,C,bench,heavy,6
2019-01-14 13:29:39.200,-0.1375,0.9895,-0.149,18.6952,-5.951,-18.4758,C,bench,heavy,1
2019-01-14 13:29:39.400,-0.1976666666666666,0.9473333333333334,-0.1546666666666666,-1.9514,3.8538,5.0488,C,bench,heavy,7
2019-01-14 13:29:39.600,-0.1585,0.9625,-0.155,-25.7806,9.3292,21.5364,C,bench,heavy,1
2019-01-14 13:29:39.800,-0.071,0.8546666666666667,-0.0486666666666666,-33.1708,2.2196,32.634,C,bench,heavy,5
2019-01-14 13:29:40.000,-0.018,0.731,-0.067,8.5244,-5.0612,-4.3902,C,bench,heavy,2
2019-01-14 13:29:40.200,-0.032,1.0366666666666668,-0.0056666666666666,3.438999999999999,0.744,0.573,C,bench,heavy,7
2019-01-14 13:29:40.400,-0.017,0.9455,-0.014,7.1708,-3.2684,-3.378,C,bench,heavy,4
2019-01-14 13:29:40.600,-0.0396666666666666,0.8436666666666667,-0.0766666666666666,18.0124,-4.8658,-13.8536,C,bench,heavy,7
2019-01-14 13:29:40.800,-0.0955,0.8835,-0.1355,23.512,-7.6461999999999986,-17.0488,C,bench,heavy,5
2019-01-14 13:29:41.000,-0.1353333333333333,0.9296666666666668,-0.1653333333333333,2.8534,-7.9266,-2.6828,C,bench,heavy,4
2019-01-14 13:29:41.200,-0.124,0.936,-0.1605,-11.9878,-8.3414,17.622,C,bench,heavy,3
2019-01-14 13:29:41.400,-0.2026666666666666,1.327,-0.0853333333333333,-13.670600000000002,-8.8538,-4.7924,C,bench,heavy,3
2019-01-14 13:29:41.600,-0.1825,1.034,-0.024,27.5488,-0.2682000000000001,-22.9146,C,bench,heavy,2
2019-01-14 13:29:41.800,-0.2019999999999999,0.953,-0.1413333333333333,16.695,-1.2315999999999998,-1.9756,C,bench,heavy,5
2019-01-14 13:29:42.000,-0.212,0.9615,-0.185,-15.7928,2.6462,12.256,C,bench,heavy,3
2019-01-14 13:29:42.200,-0.1183333333333333,0.9203333333333332,-0.1376666666666667,-32.0,8.1098,34.6466,C,bench,heavy,3
2019-01-14 13:29:42.400,-0.035,0.694,-0.0985,-8.439,-0.8047999999999998,4.7928,C,bench,heavy,1
2019-01-14 13:29:42.600,-0.078,0.9786666666666668,-0.0663333333333333,4.2558,3.2194000000000003,-0.3293999999999998,C,bench,heavy,4
2019-01-14 13:29:42.800,-0.0515,0.9545,-0.0335,-0.3535999999999998,-0.4878,-0.5246000000000001,C,bench,heavy,7
2019-01-14 13:29:43.000,-0.021,0.9693333333333332,-0.026,-1.5854,-1.1464,0.0366,C,bench,heavy,5
2019-01-14 13:29:43.200,-0.0765,0.87,-0.0375,14.244,-1.6218,-15.8172,C,bench,heavy,4
2019-01-14 13:29:43.400,-0.0986666666666666,0.8416666666666667,-0.109,26.8294,-6.9756,-13.5244,C,bench,heavy,5
2019-01-14 13:29:43.600,-0.142,0.904,-0.2085,16.9392,-6.3294,-2.2316000000000003,C,bench,heavy,5
2019-01-14 13:29:43.800,-0.1743333333333333,0.984,-0.154,-15.268200000000002,-7.706999999999999,6.9758,C,bench,heavy,4
2019-01-14 13:29:44.000,-0.1455,1.1035,-0.124,-23.7804,-8.268600000000001,5.6584,C,bench,heavy,1
2019-01-14 13:29:44.200,-0.2103333333333333,1.176,-0.0723333333333333,13.7196,-4.5486,-9.4148,C,bench,heavy,5
2019-01-14 13:29:44.400,-0.173,0.979,-0.1139999999999999,21.7684,0.3291999999999998,-10.427,C,bench,heavy,1
2019-01-14 13:29:44.600,-0.235,0.9643333333333332,-0.1323333333333333,7.6708,-4.7438,-6.4146,C,bench,heavy,6
2019-01-14 13:29:44.800,-0.2,0.9555,-0.2155,-2.8538,6.927,7.4636,C,bench,heavy,5
2019-01-14 13:29:45.000,-0.1676666666666666,0.988,-0.1626666666666666,-27.0,5.9634,29.3658,C,bench,heavy,7
2019-01-14 13:29:45.200,-0.0615,0.8325,-0.073,-35.2806,9.2802,31.0,C,bench,heavy,2
2019-01-14 13:29:45.400,-0.0363333333333333,0.8283333333333333,-0.0623333333333333,4.2196,2.3414,-10.634,C,bench,heavy,5
2019-01-14 13:29:45.600,-0.0405,1.0085,0.0295,3.8172,0.0124,3.5732,C,bench,heavy,1
2019-01-14 13:29:45.800,-0.0176666666666666,0.9626666666666668,-0.004,3.9026,-1.6951999999999998,-0.4999999999999999,C,bench,heavy,1
2019-01-14 13:29:46.000,-0.036,0.9755,-0.0175,2.366,-3.0608,-3.5976,C,bench,heavy,7
2019-01-14 13:29:46.200,-0.054,0.934,-0.0343333333333333,5.3416,-3.5244,-5.2806,C,bench,heavy,2
2019-01-14 13:29:46.400,-0.0675,0.8365,-0.0839999999999999,18.3292,-4.7074,-13.866,C,bench,heavy,1
2019-01-14 13:29:46.600,-0.107,0.8833333333333333,-0.1333333333333333,26.4998,-7.207000000000001,-14.8904,C,bench,heavy,7
2019-01-14 13:29:46.800,-0.1205,0.896,-0.1725,17.3902,-8.9388,1.2926,C,bench,heavy,6
2019-01-14 13:29:47.000,-0.1723333333333333,0.9903333333333334,-0.163,-24.8782,-10.1218,11.0244,C,bench,heavy,5
