epoch (ms),Accelerometer_x,Accelerometer_y,Accelerometer_z,Gyroscope_x,Gyroscope_y,Gyroscope_z,Participants,Label,Category,Set
2019-01-11 15:08:05.200,0.0135,0.977,-0.071,-1.8904000000000003,2.4392,0.9388000000000002,B,bench,heavy,30
2019-01-11 15:08:05.400,-0.0014999999999999,0.9705,-0.0794999999999999,-1.6826,-0.8904,2.1708,B,bench,heavy,30
2019-01-11 15:08:05.600,0.0013333333333333,0.9716666666666668,-0.0643333333333333,2.5608000000000004,-0.2559999999999999,-1.4146,B,bench,heavy,30
2019-01-11 15:08:05.800,-0.024,0.957,-0.0735,8.061,-4.5244,-2.073,B,bench,heavy,30
2019-01-11 15:08:06.000,-0.0279999999999999,0.9576666666666666,-0.115,2.439,-1.5486,-3.6098,B,bench,heavy,30
2019-01-11 15:08:06.200,-0.026,0.965,-0.118,0.4634000000000002,5.2194,-6.4636,B,bench,heavy,30
2019-01-11 15:08:06.400,-0.0486666666666666,0.79,-0.1453333333333333,21.695,8.1708,-28.219600000000003,B,bench,heavy,30
2019-01-11 15:08:06.600,-0.1699999999999999,0.8995,-0.25,17.5246,1.5976,-17.5854,B,bench,heavy,30
2019-01-11 15:08:06.800,-0.2226666666666666,0.907,-0.2043333333333333,-7.2318,-1.3536,-0.4026,B,bench,heavy,30
2019-01-11 15:08:07.000,-0.2045,0.93,-0.149,-28.683,-10.2076,20.5732,B,bench,heavy,30
2019-01-11 15:08:07.200,-0.205,1.4046666666666667,-0.095,-4.1098,-9.3172,-3.3412000000000006,B,bench,heavy,30
2019-01-11 15:08:07.400,-0.1635,0.996,-0.1129999999999999,35.5488,11.5732,-17.2074,B,bench,heavy,30
2019-01-11 15:08:07.600,-0.2206666666666666,0.904,-0.2083333333333333,4.8902,-0.2804,-0.1339999999999999,B,bench,heavy,30
2019-01-11 15:08:07.800,-0.222,0.9465,-0.221,-1.061,-2.1830000000000003,11.3536,B,bench,heavy,30
2019-01-11 15:08:08.000,-0.1843333333333333,0.9913333333333332,-0.1906666666666666,-28.426800000000004,-13.085399999999998,25.2684,B,bench,heavy,30
2019-01-11 15:08:08.200,-0.0735,0.762,-0.054,-27.5244,-6.3048,22.8052,B,bench,heavy,30
2019-01-11 15:08:08.400,-0.011,0.8506666666666667,-0.0943333333333333,12.0852,-0.3536,-5.4024,B,bench,heavy,30
2019-01-11 15:08:08.600,-0.0525,1.025,-0.0375,-6.5366,-0.7194,0.3414,B,bench,heavy,30
2019-01-11 15:08:08.800,-0.065,0.9553333333333334,-0.0253333333333333,1.2684,-3.0246,-1.2318,B,bench,heavy,30
2019-01-11 15:08:09.000,-0.0535,0.9655,-0.0385,4.8660000000000005,-2.0485999999999995,2.061,B,bench,heavy,30
2019-01-11 15:08:09.200,-0.0406666666666666,0.99,-0.034,2.8538,-2.939,1.8656,B,bench,heavy,30
2019-01-11 15:08:09.400,-0.0475,0.961,-0.0424999999999999,2.1586,-1.512,0.3902,B,bench,heavy,30
2019-01-11 15:08:09.600,-0.054,0.9463333333333334,-0.0679999999999999,2.1586,2.7194000000000003,-3.8658,B,bench,heavy,30
2019-01-11 15:08:09.800,-0.0535,0.7685,-0.091,26.8048,11.8292,-22.305,B,bench,heavy,30
2019-01-11 15:08:10.000,-0.128,0.8453333333333334,-0.1706666666666666,27.9146,5.0732,-13.012199999999998,B,bench,heavy,30
2019-01-11 15:08:10.200,-0.1915,0.918,-0.2545,-1.9026,-4.5244,-0.8412,B,bench,heavy,30
2019-01-11 15:08:10.400,-0.1796666666666666,0.9666666666666668,-0.17,-31.3658,-3.0612000000000004,20.0366,B,bench,heavy,30
2019-01-11 15:08:10.600,-0.22,1.557,-0.1955,11.3416,-5.061,-12.4998,B,bench,heavy,30
2019-01-11 15:08:10.800,-0.182,0.9276666666666668,-0.172,19.9268,0.2682,-15.756,B,bench,heavy,30
2019-01-11 15:08:11.000,-0.2195,0.904,-0.244,6.939,-2.6586,3.0245999999999995,B,bench,heavy,30
2019-01-11 15:08:11.200,-0.225,0.9416666666666668,-0.2463333333333333,-8.6586,-5.1706,7.6586,B,bench,heavy,30
2019-01-11 15:08:11.400,-0.193,0.986,-0.235,-26.0,-10.4634,20.7926,B,bench,heavy,30
2019-01-11 15:08:11.600,-0.1093333333333333,0.8886666666666666,-0.0316666666666666,-41.9512,-4.9878,27.1826,B,bench,heavy,30
2019-01-11 15:08:11.800,-0.0104999999999999,0.6180000000000001,-0.0525,15.487800000000002,-6.939,-4.9876,B,bench,heavy,30
2019-01-11 15:08:12.000,-0.0693333333333333,1.09,-0.0093333333333333,2.1832000000000003,0.1464,1.6464,B,bench,heavy,30
2019-01-11 15:08:12.200,-0.06,0.9235,-0.0235,1.7315999999999998,0.0975999999999999,0.7926000000000001,B,bench,heavy,30
2019-01-11 15:08:12.400,-0.0446666666666666,0.975,-0.0243333333333333,3.3172,0.4145999999999999,4.5608,B,bench,heavy,30
2019-01-11 15:08:12.600,-0.038,0.9765,-0.0495,1.5854,-1.9148000000000005,-0.2071999999999998,B,bench,heavy,30
2019-01-11 15:08:12.800,-0.0416666666666666,0.979,-0.0479999999999999,2.4026000000000005,-1.5976,-1.1708,B,bench,heavy,30
2019-01-11 15:08:13.000,-0.051,0.9675,-0.048,0.2928,-3.8294,-0.3416,B,bench,heavy,30
2019-01-11 15:08:13.200,-0.0586666666666666,0.9693333333333332,-0.0523333333333333,2.5976,-3.6708,-0.6952,B,bench,heavy,30
2019-01-11 15:08:13.400,-0.0549999999999999,0.872,-0.07,11.9756,8.5488,-11.561,B,bench,heavy,30
2019-01-11 15:08:13.600,-0.1003333333333333,0.781,-0.1346666666666666,26.7804,14.4754,-33.2684,B,bench,heavy,30
2019-01-11 15:08:13.800,-0.2,0.9005000000000001,-0.2045,21.439,-6.3048,-4.0976,B,bench,heavy,30
2019-01-11 15:08:14.000,-0.247,0.917,-0.206,-31.8414,-4.7318,5.9514,B,bench,heavy,30
2019-01-11 15:08:14.200,-0.269,1.2325,-0.1185,-27.1708,-11.7682,11.0122,B,bench,heavy,30
